iter	Logloss
259	0.1425991805
260	0.142566679
261	0.1424684266
262	0.1424445541
263	0.1423880532
264	0.1423074146
265	0.1422506628
266	0.1422012125
267	0.1420502945
268	0.1419432546
269	0.1419090679
270	0.1418609375
271	0.1417978432
272	0.1417490919
273	0.1417096485
274	0.1416166537
275	0.1415658093
276	0.1415276159
277	0.1414898553
278	0.1414552654
279	0.1413352432
280	0.1412941284
281	0.1412564463
282	0.1412025877
283	0.1411699569
284	0.1411312239
285	0.1410676341
286	0.140974051
287	0.1409031406
288	0.1408529492
289	0.1407850014
290	0.1407299353
291	0.1406727819
292	0.1406485852
293	0.1406037089
294	0.1405571249
295	0.1404839299
296	0.1404510167
297	0.1403869376
298	0.1403538295
299	0.1402934766
300	0.1402621154
301	0.1401424427
302	0.1400907691
303	0.1400114102
304	0.1399793534
305	0.1399383569
306	0.1398839022
307	0.1398521518
308	0.1397853472
309	0.1397047048
310	0.139681233
311	0.1396430372
312	0.1395937051
313	0.1395215624
314	0.1394758703
315	0.1394280305
316	0.1393585176
317	0.1392791635
318	0.1392085212
319	0.1391236792
320	0.1390971802
321	0.139032689
322	0.1389673087
323	0.1389021859
324	0.1388352506
325	0.1388033528
326	0.1387471621
327	0.1386972848
328	0.1386468837
329	0.1385789995
330	0.1385054177
331	0.1384530288
332	0.1383836662
333	0.1382982108
334	0.1382502384
335	0.1381984906
336	0.1381241983
337	0.1380815061
338	0.1380286064
339	0.1379867356
340	0.1379592256
341	0.1379198588
342	0.137859649
343	0.1378227199
344	0.1377808416
345	0.1377419449
346	0.1376948845
347	0.1376521343
348	0.1376322158
349	0.1375927379
350	0.1375412884
351	0.1374908552
352	0.1374386401
353	0.1373888527
354	0.1373628641
355	0.1373059702
356	0.1372544813
357	0.1371915288
358	0.1371536906
359	0.1371153354
360	0.1370521741
361	0.1370092597
362	0.1369565788
363	0.1368976329
364	0.1368441199
365	0.1367260127
366	0.1366942791
367	0.1366692638
368	0.1366454061
369	0.1365985248
370	0.1365526489
371	0.1365084648
372	0.1364280622
373	0.1363637572
374	0.1362527202
375	0.1361477289
376	0.1361054273
377	0.1360505417
378	0.1359984061
379	0.1359406485
380	0.1358910459
381	0.1358389495
382	0.1357713215
383	0.1357234276
384	0.1356935444
385	0.1356227858
386	0.135575103
387	0.1355405744
388	0.1354751707
389	0.1354299865
390	0.1353695378
391	0.1353365039
392	0.1352921164
393	0.1352469701
394	0.1352047403
395	0.1351713722
396	0.1351341914
397	0.1350982438
398	0.135063923
399	0.1350298043
400	0.1349776505
401	0.1349360842
402	0.134909131
403	0.1348880525
404	0.1348209343
405	0.1347811145
406	0.1347418961
407	0.1346765283
408	0.1346471683
409	0.1346103456
410	0.1345773299
411	0.1345162334
412	0.1344774626
413	0.134415661
414	0.1343637863
415	0.1343168073
416	0.134281528
417	0.1342052762
418	0.1341683175
419	0.1341157481
420	0.1340832682
421	0.1340506469
422	0.1340102082
423	0.1339648914
424	0.1338909836
425	0.1338603133
426	0.1338230778
427	0.1337940894
428	0.1337566261
429	0.133712883
430	0.133678509
431	0.133637863
432	0.1335995848
433	0.1335437686
434	0.1335110664
435	0.1334780584
436	0.1334470305
437	0.1334204918
438	0.133360891
439	0.1333064904
440	0.1332656428
441	0.1332230664
442	0.1331923736
443	0.1331574687
444	0.1330644797
445	0.1330087826
446	0.13297821
447	0.1329406131
448	0.1327808588
449	0.1327450251
450	0.132699559
451	0.1326702158
452	0.1325999527
453	0.1325329604
454	0.1324991735
455	0.1324652807
456	0.1324280012
457	0.1323411412
458	0.1322613548
459	0.1322300319
460	0.1321961219
461	0.1321651107
462	0.1321394731
463	0.1321087238
464	0.1320633788
465	0.1320281627
466	0.1319885771
467	0.1319564978
468	0.1319121812
469	0.1318514251
470	0.1318188939
471	0.1317947098
472	0.1317567145
473	0.1316991915
474	0.1315437311
475	0.1315160956
476	0.1314977115
477	0.1314420164
478	0.1314163505
479	0.1313953744
480	0.1312503432
481	0.1312060093
482	0.131110515
483	0.1310796087
484	0.1310266826
485	0.1309729044
486	0.1309182835
487	0.1308963069
488	0.1308535366
489	0.1308013373
490	0.1307739484
491	0.1307180119
492	0.1306883202
493	0.1306673547
494	0.1306260944
495	0.1305664893
496	0.1305403618
497	0.1304892723
498	0.130470543
499	0.1304200562
500	0.1302819922
501	0.1301956842
502	0.1301642192
503	0.1301165518
504	0.1300996188
505	0.1299709426
506	0.1299509547
507	0.1299101818
508	0.1298760664
509	0.1297538424
510	0.1297122393
511	0.1296801739
512	0.1296413194
513	0.1295904295
514	0.1295408092
515	0.1294643467
516	0.1294412498
517	0.1293943278
518	0.1293739621
519	0.1293427111
520	0.1292665531
521	0.1292417207
522	0.1292238575
523	0.1291644257
524	0.1291193957
525	0.1290714425
526	0.129048448
527	0.1290219845
528	0.1289504762
529	0.1289104233
530	0.1288431481
531	0.1288066538
532	0.1287920882
533	0.1287222986
534	0.1286994635
535	0.1286618078
536	0.128633638
537	0.1286100547
538	0.1285765813
539	0.1285446935
540	0.1284801754
541	0.1284266811
542	0.1283900111
543	0.1283492195
544	0.1283171019
545	0.1283007688
546	0.1282662809
547	0.1282191425
548	0.1281622323
549	0.1281227165
550	0.1280651543
551	0.1280168826
552	0.1279705983
553	0.1279338665
554	0.1279038086
555	0.1277640986
556	0.1277015774
557	0.1276730457
558	0.1276560816
559	0.1276157362
560	0.1274844485
561	0.127449366
562	0.1274218684
563	0.1273174487
564	0.127291361
565	0.1272658555
566	0.1272351976
567	0.1272188928
568	0.1271911611
569	0.1271453512
570	0.1270973467
571	0.1270594314
572	0.1270258494
573	0.1269891454
574	0.1268697465
575	0.1268493899
576	0.1268175706
577	0.1267238678
578	0.1266796057
579	0.1266634019
580	0.1266195496
581	0.1265808224
582	0.1265653219
583	0.1265287825
584	0.1264791766
585	0.1264294831
586	0.1264008576
587	0.1263074655
588	0.1262745307
589	0.1262494589
590	0.1262366824
591	0.1261793993
592	0.1261646168
593	0.1261369162
594	0.1260911461
595	0.1259761331
596	0.1259293298
597	0.1258994149
598	0.1258593127
599	0.1258367209
600	0.1257969548
601	0.125753859
602	0.125717728
603	0.1257021719
604	0.1256649106
605	0.1256540257
606	0.1255898198
607	0.1255548546
608	0.1255321785
609	0.1255138978
610	0.1254722445
611	0.1254265347
612	0.1253955637
613	0.1253678985
614	0.125313373
615	0.1252746529
616	0.1252539234
617	0.1252025801
618	0.1251564323
619	0.1251356176
620	0.1250914828
621	0.1250206419
622	0.1249530655
623	0.1249121317
624	0.1248703965
625	0.1248561058
626	0.1248303207
627	0.1248071806
628	0.1247427373
629	0.1246895575
630	0.1246755477
631	0.1246611378
632	0.1245996536
633	0.1245753277
634	0.1245167466
635	0.1244755059
636	0.1244371742
637	0.124392317
638	0.1243561999
639	0.1243120992
640	0.1242285378
641	0.1241867255
642	0.1241487921
643	0.1241031105
644	0.124077479
645	0.1239985448
646	0.1239739077
647	0.1239399379
648	0.1239077954
649	0.123841201
650	0.1238280731
651	0.1237897768
652	0.1237643569
653	0.1237444993
654	0.1237143297
655	0.123691735
656	0.1236753172
657	0.1236130497
658	0.1235625165
659	0.1235383313
660	0.1235167698
661	0.1234608544
662	0.1234052947
663	0.123352225
664	0.1233244253
665	0.1233005126
666	0.1232775392
667	0.1232443086
668	0.1231817778
669	0.1231236688
670	0.1230048468
671	0.1229731385
672	0.1229469929
673	0.1228885387
674	0.1228535635
675	0.1228224006
676	0.1227805045
677	0.1227680703
678	0.122715556
679	0.1226727809
680	0.1226387455
681	0.1226093501
682	0.1225739325
683	0.1225612628
684	0.122524081
685	0.1225000826
686	0.1224817445
687	0.1223708975
688	0.1223331513
689	0.1222599663
690	0.1222184092
691	0.1221875398
692	0.1221164915
693	0.122101508
694	0.1220590465
695	0.1220368089
696	0.1220273182
697	0.1219939128
698	0.1218917293
699	0.1218562926
700	0.1218451874
701	0.1217888747
702	0.1217710852
703	0.1217397121
704	0.121728787
705	0.1216800577
706	0.1216593397
707	0.1216449948
708	0.1216300721
709	0.1216158134
710	0.1215847257
711	0.1215456815
712	0.1214877348
713	0.1214578066
714	0.1214094583
715	0.1213740493
716	0.12131286
717	0.1213038365
718	0.1212320237
719	0.1211940634
720	0.121120821
721	0.121074755
722	0.1210633899
723	0.121031472
724	0.1210094164
725	0.1209715265
726	0.1209069945
727	0.1208914973
728	0.1208713021
729	0.1208547368
730	0.1208199794
731	0.1207858358
732	0.1207732245
733	0.1207449139
734	0.1207252401
735	0.1206501775
736	0.1206144482
737	0.1205871708
738	0.1205371245
739	0.120519606
740	0.1204875679
741	0.1204515533
742	0.1204171602
743	0.1203957882
744	0.1203290655
745	0.1202852654
746	0.1202655691
747	0.1202276476
748	0.1201771273
749	0.1201663822
750	0.1201509352
751	0.1201362696
752	0.1201241591
753	0.1200881339
754	0.1200742841
755	0.1200390729
756	0.119983428
757	0.119951341
758	0.1198901043
759	0.119864639
760	0.1198462894
761	0.1198069887
762	0.1197517368
763	0.119689871
764	0.1196801619
765	0.1196468001
766	0.1196099367
767	0.1195952672
768	0.1195859526
769	0.1195599592
770	0.1195028963
771	0.119479852
772	0.1194452967
773	0.1194162211
774	0.1193626071
775	0.1193526955
776	0.1193363437
777	0.1193206688
778	0.1192886015
779	0.1192551894
780	0.1192220765
781	0.1192011402
782	0.1191689394
783	0.1191324264
784	0.1191096651
785	0.1190786481
786	0.1190204065
787	0.119011034
788	0.1189841999
789	0.1189370524
790	0.1189145022
791	0.1188993081
792	0.1188837275
793	0.1188499358
794	0.1188104866
795	0.1187912681
796	0.1187427963
797	0.1187062211
798	0.1186879055
799	0.1186530217
800	0.1186233409
801	0.1186015812
802	0.1185773123
803	0.1185456371
804	0.1184976819
805	0.1184611785
806	0.1184409886
807	0.1184210974
808	0.1183986137
809	0.118330742
810	0.1183005231
811	0.1182461273
812	0.1182276954
813	0.1181742331
814	0.1181424047
815	0.1181199713
816	0.1181110914
817	0.1180626743
818	0.118043888
819	0.1180195196
820	0.1179962656
821	0.1179542877
822	0.1179395608
823	0.1178962083
824	0.1178638993
825	0.1178351674
826	0.1178146816
827	0.1177962726
828	0.1177827096
829	0.1177329988
830	0.1176795744
831	0.1176296932
832	0.1176063665
833	0.1175594919
834	0.117509975
835	0.1174571495
836	0.1174478038
837	0.1173957672
838	0.1173429877
839	0.1173015991
840	0.1172855408
841	0.1172341439
842	0.1172068081
843	0.1171879606
844	0.1171767391
845	0.1171581994
846	0.1171140527
847	0.1171058967
848	0.1170917414
849	0.1170642208
850	0.1170564086
851	0.1170481319
852	0.1170304765
853	0.1170135315
854	0.1169806599
855	0.1169521268
856	0.116931391
857	0.1168886299
858	0.1168607938
859	0.1168152779
860	0.1167850135
861	0.1167612095
862	0.1167182994
863	0.1166577756
864	0.1166453735
865	0.1166292707
866	0.1166089352
867	0.116594812
868	0.1165515563
869	0.1165329132
870	0.1164998223
871	0.1164563033
872	0.1164262989
873	0.1163952241
874	0.1163625928
875	0.1163091032
876	0.1162953812
877	0.116257882
878	0.1162152736
879	0.1161866471
880	0.1161511768
881	0.1161115792
882	0.1160778659
883	0.1160510434
884	0.1160407258
885	0.1160075037
886	0.1159958409
887	0.115979186
888	0.1159707564
889	0.1159489337
890	0.1159382738
891	0.1159214507
892	0.115890294
893	0.1158651686
894	0.1158441504
895	0.1158203344
896	0.1157924279
897	0.1157679381
898	0.115741172
899	0.1157149287
900	0.1156740615
901	0.1156439819
902	0.1155881274
903	0.115565417
904	0.1155406182
905	0.1155013212
906	0.1154758485
907	0.1154391969
908	0.1153991311
909	0.115378529
910	0.1153416918
911	0.1152959392
912	0.1152747391
913	0.1152394857
914	0.1152266192
915	0.1152120807
916	0.1151787615
917	0.1151428953
918	0.1151222867
919	0.1151098851
920	0.1150835494
921	0.1150578572
922	0.1150393366
923	0.1150272381
924	0.1149913649
925	0.1149700143
926	0.1149414711
927	0.1149168134
928	0.1148837455
929	0.1148693284
930	0.1148557072
931	0.1147985525
932	0.1147759842
933	0.1147515393
934	0.1147400512
935	0.1147121983
936	0.1146994286
937	0.1146881829
938	0.1146732095
939	0.1146529946
940	0.1146309048
941	0.1146187947
942	0.1145822798
943	0.114567219
944	0.1145517029
945	0.1145271271
946	0.1144811523
947	0.1144524276
948	0.1144242868
949	0.114405193
950	0.1143684715
951	0.114360615
952	0.1143321359
953	0.114296967
954	0.1142816448
955	0.1142404692
956	0.1142272882
957	0.1141920865
958	0.114163494
959	0.1141246646
960	0.1141103295
961	0.1140896846
962	0.1140753373
963	0.1140680146
964	0.1140436927
965	0.114029108
966	0.1139802377
967	0.1139633684
968	0.1139407096
969	0.1139152117
970	0.1138971592
971	0.1138724572
972	0.1138412457
973	0.1138147726
974	0.1138038209
975	0.1137927009
976	0.1137785993
977	0.1137652435
978	0.1137595452
979	0.1137461583
980	0.1137242667
981	0.113687115
982	0.1136758256
983	0.1136535902
984	0.1136347266
985	0.1136026026
986	0.1135898541
987	0.1135756074
988	0.1135447866
989	0.113527478
990	0.1134982305
991	0.1134806034
992	0.1134694427
993	0.1134417335
994	0.1134085181
995	0.1133780503
996	0.1133271829
997	0.1132813536
998	0.1132652786
999	0.1132412515
